ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Year_Dt_Customer,Total_Days_Relationship,Is_Recency_gt_30,Total_Mnt,Total_Mnt_Per_Total_Days_Relationship,Pct_MntFruits,Pct_MntMeatProducts,Pct_MntFishProducts,Pct_MntSweetProducts,Pct_MntWines,Max_Mnt_Type,NumDealsPurchases_Per_Total_Days_Relationship,Total_Purchases,Total_Purchases_Per_Total_Days_Relationship,Pct_NumWebPurchases,Pct_NumCatalogPurchases,Pct_NumStorePurchases,Max_Purchase_Sales_Channel,Pct_NumDealsPurchase,Pct_MntGoldProds
1994,1983,Graduation,Married,,1,0,2013-11-15,11,5,5,6,0,2,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,2013,777,False,18,0.023166023166023165,0.2777777777777778,0.3333333333333333,0.0,0.1111111111111111,0.2777777777777778,MntMeatProducts,0.001287001287001287,3,0.003861003861003861,0.3333333333333333,0.0,0.6666666666666666,NumStorePurchases,0.3333333333333333,0.05555555555555555
387,1976,Basic,Married,7500.0,0,0,2012-11-13,59,6,16,11,11,1,16,1,2,0,3,8,0,0,0,0,0,0,3,11,0,2012,1144,True,45,0.039335664335664336,0.35555555555555557,0.24444444444444444,0.24444444444444444,0.022222222222222223,0.13333333333333333,MntFruits,0.0008741258741258741,5,0.004370629370629371,0.4,0.0,0.6,NumStorePurchases,0.2,0.35555555555555557
2125,1959,Graduation,Divorced,63033.0,0,0,2013-11-15,82,194,61,480,225,112,30,1,3,4,8,2,0,0,0,0,0,0,3,11,0,2013,777,True,1072,1.3796653796653797,0.05690298507462686,0.44776119402985076,0.20988805970149255,0.1044776119402985,0.18097014925373134,MntMeatProducts,0.001287001287001287,15,0.019305019305019305,0.2,0.26666666666666666,0.5333333333333333,NumStorePurchases,0.06666666666666667,0.027985074626865673
8180,1952,Master,Divorced,59354.0,1,1,2013-11-15,53,233,2,53,3,5,14,3,6,1,5,6,0,0,0,0,0,0,3,11,0,2013,777,True,296,0.38095238095238093,0.006756756756756757,0.17905405405405406,0.010135135135135136,0.016891891891891893,0.7871621621621622,MntWines,0.003861003861003861,12,0.015444015444015444,0.5,0.08333333333333333,0.4166666666666667,NumWebPurchases,0.25,0.0472972972972973
2569,1987,Graduation,Married,17323.0,0,0,2012-10-10,38,3,14,17,6,1,5,1,1,0,3,8,0,0,0,0,0,0,3,11,0,2012,1178,True,41,0.03480475382003396,0.34146341463414637,0.4146341463414634,0.14634146341463414,0.024390243902439025,0.07317073170731707,MntMeatProducts,0.0008488964346349745,4,0.003395585738539898,0.25,0.0,0.75,NumStorePurchases,0.25,0.12195121951219512
2114,1946,PhD,Single,82800.0,0,0,2012-11-24,23,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,0,3,11,1,2012,1133,False,1270,1.120917917034422,0.01732283464566929,0.09055118110236221,0.046456692913385826,0.05354330708661417,0.7921259842519685,MntWines,0.00088261253309797,25,0.02206531332744925,0.28,0.24,0.48,NumStorePurchases,0.04,0.03543307086614173
9736,1980,Graduation,Married,41850.0,1,1,2012-12-24,51,53,5,19,2,13,4,3,3,0,3,8,0,0,0,0,0,0,3,11,0,2012,1103,True,92,0.08340888485947416,0.05434782608695652,0.20652173913043478,0.021739130434782608,0.14130434782608695,0.5760869565217391,MntWines,0.0027198549410698096,6,0.005439709882139619,0.5,0.0,0.5,NumWebPurchases,0.5,0.043478260869565216
4939,1946,Graduation,Together,37760.0,0,0,2012-08-31,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,3,11,0,2012,1218,False,289,0.2372742200328407,0.01730103806228374,0.1314878892733564,0.5190311418685121,0.04152249134948097,0.2906574394463668,MntFishProducts,0.0016420361247947454,11,0.0090311986863711,0.36363636363636365,0.09090909090909091,0.5454545454545454,NumStorePurchases,0.18181818181818182,0.09688581314878893
6565,1949,Master,Married,76995.0,0,1,2013-03-28,91,1012,80,498,0,16,176,2,11,4,9,5,0,0,0,1,0,0,3,11,0,2013,1009,True,1606,1.5916749256689793,0.049813200498132,0.31008717310087175,0.0,0.009962640099626401,0.6301369863013698,MntWines,0.0019821605550049554,24,0.023785926660059464,0.4583333333333333,0.16666666666666666,0.375,NumWebPurchases,0.08333333333333333,0.1095890410958904
2278,1985,2n Cycle,Single,33812.0,1,0,2012-11-03,86,4,17,19,30,24,39,2,2,1,3,6,0,0,0,0,0,0,3,11,0,2012,1154,True,94,0.08145580589254767,0.18085106382978725,0.20212765957446807,0.3191489361702128,0.2553191489361702,0.0425531914893617,MntFishProducts,0.0017331022530329288,6,0.005199306759098787,0.3333333333333333,0.16666666666666666,0.5,NumStorePurchases,0.3333333333333333,0.4148936170212766
9360,1982,Graduation,Married,37040.0,0,0,2012-08-08,41,86,2,73,69,38,48,1,4,2,5,8,0,0,0,0,0,0,3,11,0,2012,1241,True,268,0.21595487510072522,0.007462686567164179,0.27238805970149255,0.2574626865671642,0.1417910447761194,0.3208955223880597,MntWines,0.0008058017727639,11,0.008863819500402902,0.36363636363636365,0.18181818181818182,0.45454545454545453,NumStorePurchases,0.09090909090909091,0.1791044776119403
5376,1979,Graduation,Married,2447.0,1,0,2013-01-06,42,1,1,1725,1,1,1,15,0,28,0,1,0,0,0,0,0,0,3,11,0,2013,1090,True,1729,1.5862385321100918,0.000578368999421631,0.9976865240023135,0.000578368999421631,0.000578368999421631,0.000578368999421631,MntMeatProducts,0.013761467889908258,28,0.025688073394495414,0.0,1.0,0.0,NumCatalogPurchases,0.5357142857142857,0.000578368999421631
1993,1949,PhD,Married,58607.0,0,1,2012-12-23,63,867,0,86,0,0,19,3,2,3,9,8,0,1,0,0,0,0,3,11,0,2012,1104,True,953,0.8632246376811594,0.0,0.09024134312696747,0.0,0.0,0.9097586568730325,MntWines,0.002717391304347826,14,0.012681159420289856,0.14285714285714285,0.21428571428571427,0.6428571428571429,NumStorePurchases,0.21428571428571427,0.01993704092339979
4047,1954,PhD,Married,65324.0,0,1,2014-01-11,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,3,11,0,2014,720,False,539,0.7486111111111111,0.0,0.18923933209647495,0.03896103896103896,0.059369202226345084,0.712430426716141,MntWines,0.004166666666666667,17,0.02361111111111111,0.35294117647058826,0.11764705882352941,0.5294117647058824,NumStorePurchases,0.17647058823529413,0.00927643784786642
1409,1951,Graduation,Together,40689.0,0,1,2013-03-18,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,3,11,0,2013,1019,True,345,0.338567222767419,0.008695652173913044,0.0782608695652174,0.11304347826086956,0.017391304347826087,0.782608695652174,MntWines,0.0068694798822374874,13,0.012757605495583905,0.5384615384615384,0.07692307692307693,0.38461538461538464,NumWebPurchases,0.5384615384615384,0.28695652173913044
7892,1969,Graduation,Single,18589.0,0,0,2013-01-02,89,6,4,25,15,12,13,2,2,1,3,7,0,0,0,0,0,0,3,11,0,2013,1094,True,62,0.056672760511883,0.06451612903225806,0.4032258064516129,0.24193548387096775,0.1935483870967742,0.0967741935483871,MntMeatProducts,0.0018281535648994515,6,0.005484460694698354,0.3333333333333333,0.16666666666666666,0.5,NumStorePurchases,0.3333333333333333,0.20967741935483872
2404,1976,Graduation,Married,53359.0,1,1,2013-05-27,4,173,4,30,3,6,41,4,5,1,4,7,0,0,0,0,0,0,3,11,0,2013,949,False,216,0.22760800842992623,0.018518518518518517,0.1388888888888889,0.013888888888888888,0.027777777777777776,0.8009259259259259,MntWines,0.004214963119072708,10,0.01053740779768177,0.5,0.1,0.4,NumWebPurchases,0.4,0.18981481481481483
5255,1986,Graduation,Single,,1,0,2013-02-20,19,5,1,3,3,263,362,0,27,0,0,1,0,0,0,0,0,0,3,11,0,2013,1045,False,275,0.2631578947368421,0.0036363636363636364,0.01090909090909091,0.01090909090909091,0.9563636363636364,0.01818181818181818,MntSweetProducts,0.0,27,0.02583732057416268,1.0,0.0,0.0,NumWebPurchases,0.0,1.3163636363636364
9422,1989,Graduation,Married,38360.0,1,0,2013-05-31,26,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,3,11,0,2013,945,False,121,0.12804232804232804,0.01652892561983471,0.34710743801652894,0.1652892561983471,0.17355371900826447,0.2975206611570248,MntMeatProducts,0.0021164021164021165,7,0.007407407407407408,0.2857142857142857,0.14285714285714285,0.5714285714285714,NumStorePurchases,0.2857142857142857,0.08264462809917356
1966,1965,PhD,Married,84618.0,0,0,2013-11-22,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,3,11,0,2013,770,True,1672,2.1714285714285713,0.05980861244019139,0.47906698564593303,0.012559808612440191,0.039473684210526314,0.4090909090909091,MntMeatProducts,0.0012987012987012987,25,0.032467532467532464,0.24,0.36,0.4,NumStorePurchases,0.04,0.0
6864,1989,Master,Divorced,10979.0,0,0,2014-05-22,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,3,11,0,2014,589,True,26,0.044142614601018676,0.15384615384615385,0.38461538461538464,0.07692307692307693,0.07692307692307693,0.3076923076923077,MntMeatProducts,0.003395585738539898,6,0.010186757215619695,0.5,0.0,0.5,NumWebPurchases,0.3333333333333333,0.15384615384615385
3033,1963,Master,Together,38620.0,0,0,2013-05-11,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,3,11,0,2013,965,True,229,0.23730569948186528,0.07423580786026202,0.19213973799126638,0.14847161572052403,0.09606986899563319,0.4890829694323144,MntWines,0.0010362694300518134,10,0.010362694300518135,0.2,0.5,0.3,NumCatalogPurchases,0.1,0.388646288209607
5710,1970,Graduation,Together,40548.0,0,1,2012-10-10,31,110,0,5,2,0,3,2,2,1,4,5,0,1,0,0,0,0,3,11,0,2012,1178,True,117,0.09932088285229201,0.0,0.042735042735042736,0.017094017094017096,0.0,0.9401709401709402,MntWines,0.001697792869269949,7,0.005942275042444821,0.2857142857142857,0.14285714285714285,0.5714285714285714,NumStorePurchases,0.2857142857142857,0.02564102564102564
7373,1952,PhD,Divorced,46610.0,0,2,2012-10-29,8,96,12,96,33,22,43,6,4,1,6,6,0,0,0,0,0,0,3,11,1,2012,1159,False,259,0.22346850733390855,0.04633204633204633,0.37065637065637064,0.1274131274131274,0.08494208494208494,0.37065637065637064,MntMeatProducts,0.005176876617773943,11,0.009490940465918895,0.36363636363636365,0.09090909090909091,0.5454545454545454,NumStorePurchases,0.5454545454545454,0.16602316602316602
8755,1946,Master,Married,68657.0,0,0,2013-02-20,4,482,34,471,119,68,22,1,3,5,9,7,0,0,0,0,0,0,3,11,0,2013,1045,False,1174,1.123444976076555,0.028960817717206135,0.40119250425894376,0.10136286201022146,0.05792163543441227,0.41056218057921634,MntWines,0.0009569377990430622,17,0.016267942583732056,0.17647058823529413,0.29411764705882354,0.5294117647058824,NumStorePurchases,0.058823529411764705,0.018739352640545145
10738,1951,Master,Single,49389.0,1,1,2013-08-29,55,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,3,11,0,2013,855,True,62,0.07251461988304093,0.0,0.3064516129032258,0.03225806451612903,0.016129032258064516,0.6451612903225806,MntWines,0.0011695906432748538,5,0.005847953216374269,0.4,0.0,0.6,NumStorePurchases,0.2,0.04838709677419355
4339,1970,PhD,Married,67353.0,0,1,2013-12-31,37,702,17,151,0,8,35,5,5,6,12,2,0,0,0,0,0,0,3,11,0,2013,731,True,878,1.20109439124487,0.0193621867881549,0.17198177676537585,0.0,0.009111617312072893,0.7995444191343963,MntWines,0.006839945280437756,23,0.03146374829001368,0.21739130434782608,0.2608695652173913,0.5217391304347826,NumStorePurchases,0.21739130434782608,0.03986332574031891
10755,1976,2n Cycle,Married,23718.0,1,0,2013-09-02,76,6,3,14,15,7,36,3,3,1,2,7,0,0,0,0,0,0,3,11,0,2013,851,True,45,0.052878965922444184,0.06666666666666667,0.3111111111111111,0.3333333333333333,0.15555555555555556,0.13333333333333333,MntFishProducts,0.0035252643948296123,6,0.007050528789659225,0.5,0.16666666666666666,0.3333333333333333,NumWebPurchases,0.5,0.8
8595,1973,Graduation,Widow,42429.0,0,1,2014-02-11,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,3,11,0,2014,689,True,63,0.09143686502177069,0.0,0.09523809523809523,0.031746031746031744,0.0,0.873015873015873,MntWines,0.002902757619738752,5,0.00725689404934688,0.2,0.2,0.6,NumStorePurchases,0.4,0.06349206349206349
2968,1943,PhD,Divorced,48948.0,0,0,2013-02-01,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,3,11,1,2013,1064,True,860,0.8082706766917294,0.009302325581395349,0.23953488372093024,0.18604651162790697,0.056976744186046514,0.5081395348837209,MntWines,0.0018796992481203006,22,0.020676691729323307,0.3181818181818182,0.45454545454545453,0.22727272727272727,NumCatalogPurchases,0.09090909090909091,0.04883720930232558
8601,1980,Graduation,Married,80011.0,0,1,2013-04-29,3,421,76,536,82,178,102,2,8,6,5,4,0,0,0,0,0,0,3,11,0,2013,977,False,1293,1.323439099283521,0.05877803557617943,0.41453982985305493,0.0634184068058778,0.13766434648105183,0.32559938128383603,MntMeatProducts,0.0020470829068577278,19,0.019447287615148412,0.42105263157894735,0.3157894736842105,0.2631578947368421,NumWebPurchases,0.10526315789473684,0.07888631090487239
503,1985,Master,Married,20559.0,1,0,2013-03-12,88,13,1,29,3,0,7,2,2,0,3,8,0,0,0,0,0,0,3,11,0,2013,1025,True,46,0.0448780487804878,0.021739130434782608,0.6304347826086957,0.06521739130434782,0.0,0.2826086956521739,MntMeatProducts,0.001951219512195122,5,0.004878048780487805,0.4,0.0,0.6,NumStorePurchases,0.4,0.15217391304347827
8430,1957,Graduation,Together,21994.0,0,1,2012-12-24,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,3,11,0,2012,1103,False,19,0.017225747960108794,0.0,0.3157894736842105,0.15789473684210525,0.05263157894736842,0.47368421052631576,MntWines,0.0009066183136899365,3,0.0027198549410698096,0.0,0.0,1.0,NumStorePurchases,0.3333333333333333,0.15789473684210525
7281,1959,PhD,Single,,0,0,2013-11-05,80,81,11,50,3,2,39,1,1,3,4,2,0,0,0,0,0,0,3,11,0,2013,787,True,147,0.18678526048284624,0.07482993197278912,0.3401360544217687,0.02040816326530612,0.013605442176870748,0.5510204081632653,MntWines,0.0012706480304955528,8,0.010165184243964422,0.125,0.375,0.5,NumStorePurchases,0.125,0.2653061224489796
2139,1975,Master,Married,7500.0,1,0,2013-10-02,19,3,1,10,3,2,12,3,2,0,3,5,0,0,0,0,0,0,3,11,0,2013,821,False,19,0.023142509135200974,0.05263157894736842,0.5263157894736842,0.15789473684210525,0.10526315789473684,0.15789473684210525,MntMeatProducts,0.0036540803897685747,5,0.0060901339829476245,0.4,0.0,0.6,NumStorePurchases,0.6,0.631578947368421
1371,1976,Graduation,Single,79941.0,0,0,2014-06-28,72,123,164,266,227,30,174,1,2,4,9,1,0,0,0,0,0,0,3,11,0,2014,552,True,810,1.4673913043478262,0.20246913580246914,0.32839506172839505,0.2802469135802469,0.037037037037037035,0.15185185185185185,MntMeatProducts,0.0018115942028985507,15,0.02717391304347826,0.13333333333333333,0.26666666666666666,0.6,NumStorePurchases,0.06666666666666667,0.21481481481481482
9909,1996,2n Cycle,Married,7500.0,0,0,2012-11-09,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,0,3,11,1,2012,1148,False,72,0.0627177700348432,0.25,0.19444444444444445,0.20833333333333334,0.3055555555555556,0.041666666666666664,MntSweetProducts,0.002613240418118467,7,0.006097560975609756,0.42857142857142855,0.14285714285714285,0.42857142857142855,NumWebPurchases,0.42857142857142855,0.6944444444444444
7286,1968,Graduation,Together,41728.0,1,0,2013-05-24,92,13,6,15,3,5,13,1,2,0,2,10,0,0,0,0,0,0,3,11,0,2013,952,True,42,0.04411764705882353,0.14285714285714285,0.35714285714285715,0.07142857142857142,0.11904761904761904,0.30952380952380953,MntMeatProducts,0.0010504201680672268,4,0.004201680672268907,0.5,0.0,0.5,NumWebPurchases,0.25,0.30952380952380953
7244,1951,Graduation,Single,,2,1,2014-01-01,96,48,5,48,6,10,7,3,2,1,4,6,0,0,0,0,0,0,3,11,0,2014,730,True,117,0.16027397260273973,0.042735042735042736,0.41025641025641024,0.05128205128205128,0.08547008547008547,0.41025641025641024,MntMeatProducts,0.00410958904109589,7,0.009589041095890411,0.2857142857142857,0.14285714285714285,0.5714285714285714,NumStorePurchases,0.42857142857142855,0.05982905982905983
6566,1954,PhD,Married,72550.0,1,1,2012-11-08,39,826,50,317,50,38,38,9,5,2,12,8,0,0,0,0,0,0,3,11,0,2012,1149,True,1281,1.114882506527415,0.039032006245121,0.24746291959406713,0.039032006245121,0.02966432474629196,0.644808743169399,MntWines,0.007832898172323759,19,0.016536118363794605,0.2631578947368421,0.10526315789473684,0.631578947368421,NumStorePurchases,0.47368421052631576,0.02966432474629196
8614,1957,Graduation,Widow,65486.0,0,1,2014-05-12,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,3,11,0,2014,599,False,493,0.8230383973288815,0.038539553752535496,0.2535496957403651,0.07505070993914807,0.1359026369168357,0.4969574036511156,MntWines,0.001669449081803005,16,0.02671118530884808,0.25,0.125,0.625,NumStorePurchases,0.0625,0.028397565922920892
4114,1964,Master,Married,79143.0,0,0,2012-08-11,2,650,37,780,27,167,32,1,6,9,13,3,0,0,0,0,0,0,3,11,0,2012,1238,False,1661,1.3416801292407108,0.022275737507525588,0.4695966285370259,0.01625526791089705,0.10054184226369657,0.3913305237808549,MntMeatProducts,0.0008077544426494346,28,0.022617124394184167,0.21428571428571427,0.32142857142857145,0.4642857142857143,NumStorePurchases,0.03571428571428571,0.01926550270921132
1331,1977,Graduation,Single,35790.0,1,0,2013-01-02,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,2013,1094,True,69,0.06307129798903108,0.08695652173913043,0.2898550724637681,0.43478260869565216,0.014492753623188406,0.17391304347826086,MntFishProducts,0.0018281535648994515,5,0.004570383912248629,0.4,0.0,0.6,NumStorePurchases,0.4,0.043478260869565216
2225,1977,Graduation,Divorced,82582.0,0,0,2014-06-07,54,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,0,3,11,1,2014,573,True,1376,2.4013961605584644,0.0872093023255814,0.3997093023255814,0.11337209302325581,0.029069767441860465,0.3706395348837209,MntMeatProducts,0.0017452006980802793,20,0.034904013961605584,0.2,0.45,0.35,NumCatalogPurchases,0.05,0.1751453488372093
9381,1978,Graduation,Married,66373.0,1,1,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,3,11,0,2013,933,True,497,0.5326902465166131,0.018108651911468814,0.24949698189134809,0.02414486921529175,0.0482897384305835,0.6599597585513078,MntWines,0.007502679528403001,16,0.01714898177920686,0.25,0.125,0.625,NumStorePurchases,0.4375,0.2193158953722334
6260,1955,Master,Together,82384.0,0,0,2012-11-19,55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,0,3,11,1,2012,1138,True,1767,1.5527240773286468,0.028862478777589132,0.24448217317487267,0.10186757215619695,0.06791171477079797,0.5568760611205433,MntWines,0.0008787346221441124,26,0.022847100175746926,0.11538461538461539,0.38461538461538464,0.5,NumStorePurchases,0.038461538461538464,0.10752688172043011
10383,1966,Graduation,Divorced,70287.0,0,0,2013-04-02,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,0,3,11,1,2013,1004,False,1053,1.048804780876494,0.03323836657169991,0.4577397910731244,0.11490978157644824,0.11396011396011396,0.2801519468186135,MntMeatProducts,0.00099601593625498,20,0.0199203187250996,0.25,0.25,0.5,NumStorePurchases,0.05,0.03798670465337132
7437,1988,Graduation,Single,27938.0,1,0,2014-04-28,31,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,3,11,0,2014,613,True,24,0.03915171288743882,0.0,0.3333333333333333,0.08333333333333333,0.041666666666666664,0.5416666666666666,MntWines,0.0016313213703099511,5,0.008156606851549755,0.2,0.0,0.8,NumStorePurchases,0.2,0.20833333333333334
8557,1982,Graduation,Single,,1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,2013,928,True,40,0.04310344827586207,0.075,0.55,0.05,0.05,0.275,MntMeatProducts,0.0021551724137931034,5,0.005387931034482759,0.4,0.0,0.6,NumStorePurchases,0.4,0.15
8375,1968,PhD,Married,55954.0,0,1,2014-03-03,63,447,0,28,0,0,43,3,8,2,6,7,0,0,0,0,0,0,3,11,0,2014,669,True,475,0.7100149476831091,0.0,0.05894736842105263,0.0,0.0,0.9410526315789474,MntWines,0.004484304932735426,16,0.02391629297458894,0.5,0.125,0.375,NumWebPurchases,0.1875,0.09052631578947369
6853,1982,Master,Single,75777.0,0,0,2013-07-04,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,0,3,11,1,2013,911,False,1358,1.4906695938529089,0.01914580265095729,0.3961708394698085,0.0508100147275405,0.009572901325478646,0.524300441826215,MntWines,0.0010976948408342481,20,0.021953896816684963,0.15,0.3,0.55,NumStorePurchases,0.05,0.05891016200294551
3076,1975,Graduation,Together,66653.0,1,1,2012-09-07,18,452,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,3,11,0,2012,1211,False,606,0.500412881915772,0.0297029702970297,0.16831683168316833,0.026402640264026403,0.0297029702970297,0.7458745874587459,MntWines,0.0033030553261767133,18,0.01486374896779521,0.2222222222222222,0.1111111111111111,0.6666666666666666,NumStorePurchases,0.2222222222222222,0.009900990099009901
1012,1952,Graduation,Single,61823.0,0,1,2013-02-18,26,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,3,11,0,2013,1047,False,715,0.6829035339063992,0.009790209790209791,0.1874125874125874,0.05174825174825175,0.019580419580419582,0.7314685314685314,MntWines,0.0038204393505253103,20,0.019102196752626553,0.4,0.1,0.5,NumStorePurchases,0.2,0.23636363636363636
6518,1951,PhD,Widow,67680.0,0,1,2013-06-11,8,546,0,48,0,6,6,1,7,3,8,5,0,0,0,0,0,0,3,11,0,2013,934,False,600,0.6423982869379015,0.0,0.08,0.0,0.01,0.91,MntWines,0.0010706638115631692,18,0.019271948608137045,0.3888888888888889,0.16666666666666666,0.4444444444444444,NumStorePurchases,0.05555555555555555,0.01
