ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Year_Dt_Customer,Total_Days_Relationship,Is_Recency_gt_30,Total_Mnt,Total_Mnt_Per_Total_Days_Relationship,Pct_MntFruits,Pct_MntMeatProducts,Pct_MntFishProducts,Pct_MntSweetProducts,Pct_MntWines,Max_Mnt_Type,NumDealsPurchases_Per_Total_Days_Relationship,Total_Purchases,Total_Purchases_Per_Total_Days_Relationship,Pct_NumWebPurchases,Pct_NumCatalogPurchases,Pct_NumStorePurchases,Max_Purchase_Sales_Channel,Pct_NumDealsPurchase,Pct_MntGoldProds,Frequency+Monetary,RFM_Quadrant,RFM_
1994,1983,Graduation,Married,,1,0,2013-11-15,11,5,5,6,0,2,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,2013,777,False,18,0.0231660231660231,0.2777777777777778,0.3333333333333333,0.0,0.1111111111111111,0.2777777777777778,MntMeatProducts,0.0012870012870012,3,0.0038610038610038,0.3333333333333333,0.0,0.6666666666666666,NumStorePurchases,0.3333333333333333,0.0555555555555555,0.006618863761720812,Fidelizar,Fidelizar
387,1976,Basic,Married,7500.0,0,0,2012-11-13,59,6,16,11,11,1,16,1,2,0,3,8,0,0,0,0,0,0,3,11,0,2012,1144,True,45,0.0393356643356643,0.3555555555555555,0.2444444444444444,0.2444444444444444,0.0222222222222222,0.1333333333333333,MntFruits,0.0008741258741258,5,0.0043706293706293,0.4,0.0,0.6,NumStorePurchases,0.2,0.3555555555555555,0.007867132867132752,Pouco potencial,Pouco potencial
2125,1959,Graduation,Divorced,63033.0,0,0,2013-11-15,82,194,61,480,225,112,30,1,3,4,8,2,0,0,0,0,0,0,3,11,0,2013,777,True,1072,1.3796653796653795,0.0569029850746268,0.4477611940298507,0.2098880597014925,0.1044776119402985,0.1809701492537313,MntMeatProducts,0.0012870012870012,15,0.0193050193050193,0.2,0.2666666666666666,0.5333333333333333,NumStorePurchases,0.0666666666666666,0.0279850746268656,0.0380772413891089,Reconquistar,Pouco potencial
8180,1952,Master,Divorced,59354.0,1,1,2013-11-15,53,233,2,53,3,5,14,3,6,1,5,6,0,0,0,0,0,0,3,11,0,2013,777,True,296,0.3809523809523809,0.0067567567567567,0.179054054054054,0.0101351351351351,0.0168918918918918,0.7871621621621622,MntWines,0.0038610038610038,12,0.0154440154440154,0.5,0.0833333333333333,0.4166666666666667,NumWebPurchases,0.25,0.0472972972972973,0.02968460111317246,Reconquistar,Pouco potencial
2569,1987,Graduation,Married,17323.0,0,0,2012-10-10,38,3,14,17,6,1,5,1,1,0,3,8,0,0,0,0,0,0,3,11,0,2012,1178,True,41,0.0348047538200339,0.3414634146341463,0.4146341463414634,0.1463414634146341,0.024390243902439,0.073170731707317,MntMeatProducts,0.0008488964346349,4,0.0033955857385398,0.25,0.0,0.75,NumStorePurchases,0.25,0.1219512195121951,0.006187511790228095,Fidelizar,Fidelizar
2114,1946,PhD,Single,82800.0,0,0,2012-11-24,23,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,0,3,11,1,2012,1133,False,1270,1.120917917034422,0.0173228346456692,0.0905511811023622,0.0464566929133858,0.0535433070866141,0.7921259842519685,MntWines,0.0008826125330979,25,0.0220653133274492,0.28,0.24,0.48,NumStorePurchases,0.04,0.0354330708661417,0.04327868405538298,Manter,Fidelizar
9736,1980,Graduation,Married,41850.0,1,1,2012-12-24,51,53,5,19,2,13,4,3,3,0,3,8,0,0,0,0,0,0,3,11,0,2012,1103,True,92,0.0834088848594741,0.0543478260869565,0.2065217391304347,0.0217391304347826,0.1413043478260869,0.5760869565217391,MntWines,0.0027198549410698,6,0.0054397098821396,0.5,0.0,0.5,NumWebPurchases,0.5,0.0434782608695652,0.010213332839935578,Pouco potencial,Pouco potencial
4939,1946,Graduation,Together,37760.0,0,0,2012-08-31,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,3,11,0,2012,1218,False,289,0.2372742200328407,0.0173010380622837,0.1314878892733564,0.5190311418685121,0.0415224913494809,0.2906574394463668,MntFishProducts,0.0016420361247947,11,0.0090311986863711,0.3636363636363636,0.0909090909090909,0.5454545454545454,NumStorePurchases,0.1818181818181818,0.0968858131487889,0.017400109469074984,Fidelizar,Fidelizar
6565,1949,Master,Married,76995.0,0,1,2013-03-28,91,1012,80,498,0,16,176,2,11,4,9,5,0,0,0,1,0,0,3,11,0,2013,1009,True,1606,1.5916749256689793,0.049813200498132,0.3100871731008717,0.0,0.0099626400996264,0.6301369863013698,MntWines,0.0019821605550049,24,0.0237859266600594,0.4583333333333333,0.1666666666666666,0.375,NumWebPurchases,0.0833333333333333,0.1095890410958904,0.0468714088540557,Reconquistar,Reconquistar
2278,1985,2n Cycle,Single,33812.0,1,0,2012-11-03,86,4,17,19,30,24,39,2,2,1,3,6,0,0,0,0,0,0,3,11,0,2012,1154,True,94,0.0814558058925476,0.1808510638297872,0.202127659574468,0.3191489361702128,0.2553191489361702,0.0425531914893617,MntFishProducts,0.0017331022530329,6,0.0051993067590987,0.3333333333333333,0.1666666666666666,0.5,NumStorePurchases,0.3333333333333333,0.4148936170212766,0.009774696707105564,Pouco potencial,Pouco potencial
9360,1982,Graduation,Married,37040.0,0,0,2012-08-08,41,86,2,73,69,38,48,1,4,2,5,8,0,0,0,0,0,0,3,11,0,2012,1241,True,268,0.2159548751007252,0.0074626865671641,0.2723880597014925,0.2574626865671642,0.1417910447761194,0.3208955223880597,MntWines,0.0008058017727639,11,0.0088638195004029,0.3636363636363636,0.1818181818181818,0.4545454545454545,NumStorePurchases,0.0909090909090909,0.1791044776119403,0.01702869982873102,Fidelizar,Fidelizar
5376,1979,Graduation,Married,2447.0,1,0,2013-01-06,42,1,1,1725,1,1,1,15,0,28,0,1,0,0,0,0,0,0,3,11,0,2013,1090,True,1729,1.5862385321100918,0.0005783689994216,0.9976865240023136,0.0005783689994216,0.0005783689994216,0.0005783689994216,MntMeatProducts,0.0137614678899082,28,0.0256880733944954,0.0,1.0,0.0,NumCatalogPurchases,0.5357142857142857,0.0005783689994216,0.05055740341386745,Manter,Manter
1993,1949,PhD,Married,58607.0,0,1,2012-12-23,63,867,0,86,0,0,19,3,2,3,9,8,0,1,0,0,0,0,3,11,0,2012,1104,True,953,0.8632246376811594,0.0,0.0902413431269674,0.0,0.0,0.9097586568730324,MntWines,0.0027173913043478,14,0.0126811594202898,0.1428571428571428,0.2142857142857142,0.6428571428571429,NumStorePurchases,0.2142857142857142,0.0199370409233997,0.02499512911589696,Pouco potencial,Pouco potencial
4047,1954,PhD,Married,65324.0,0,1,2014-01-11,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,3,11,0,2014,720,False,539,0.7486111111111111,0.0,0.1892393320964749,0.0389610389610389,0.059369202226345,0.712430426716141,MntWines,0.0041666666666666,17,0.0236111111111111,0.3529411764705882,0.1176470588235294,0.5294117647058824,NumStorePurchases,0.1764705882352941,0.0092764378478664,0.045778377298161456,Manter,Fidelizar
1409,1951,Graduation,Together,40689.0,0,1,2013-03-18,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,3,11,0,2013,1019,True,345,0.338567222767419,0.008695652173913,0.0782608695652174,0.1130434782608695,0.017391304347826,0.782608695652174,MntWines,0.0068694798822374,13,0.0127576054955839,0.5384615384615384,0.0769230769230769,0.3846153846153846,NumWebPurchases,0.5384615384615384,0.2869565217391304,0.024588680983108634,Pouco potencial,Pouco potencial
7892,1969,Graduation,Single,18589.0,0,0,2013-01-02,89,6,4,25,15,12,13,2,2,1,3,7,0,0,0,0,0,0,3,11,0,2013,1094,True,62,0.056672760511883,0.064516129032258,0.4032258064516129,0.2419354838709677,0.1935483870967742,0.0967741935483871,MntMeatProducts,0.0018281535648994,6,0.0054844606946983,0.3333333333333333,0.1666666666666666,0.5,NumStorePurchases,0.3333333333333333,0.2096774193548387,0.010001075384449849,Pouco potencial,Pouco potencial
2404,1976,Graduation,Married,53359.0,1,1,2013-05-27,4,173,4,30,3,6,41,4,5,1,4,7,0,0,0,0,0,0,3,11,0,2013,949,False,216,0.2276080084299262,0.0185185185185185,0.1388888888888889,0.0138888888888888,0.0277777777777777,0.8009259259259259,MntWines,0.0042149631190727,10,0.0105374077976817,0.5,0.1,0.4,NumWebPurchases,0.4,0.1898148148148148,0.020142301630966794,Fidelizar,Fidelizar
5255,1986,Graduation,Single,,1,0,2013-02-20,19,5,1,3,3,263,362,0,27,0,0,1,0,0,0,0,0,0,3,11,0,2013,1045,False,275,0.2631578947368421,0.0036363636363636,0.0109090909090909,0.0109090909090909,0.9563636363636364,0.0181818181818181,MntSweetProducts,0.0,27,0.0258373205741626,1.0,0.0,0.0,NumWebPurchases,0.0,1.3163636363636364,0.04705472289996501,Manter,Manter
9422,1989,Graduation,Married,38360.0,1,0,2013-05-31,26,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,3,11,0,2013,945,False,121,0.128042328042328,0.0165289256198347,0.3471074380165289,0.1652892561983471,0.1735537190082644,0.2975206611570248,MntMeatProducts,0.0021164021164021,7,0.0074074074074074,0.2857142857142857,0.1428571428571428,0.5714285714285714,NumStorePurchases,0.2857142857142857,0.0826446280991735,0.014004629629629615,Fidelizar,Fidelizar
1966,1965,PhD,Married,84618.0,0,0,2013-11-22,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,3,11,0,2013,770,True,1672,2.1714285714285717,0.0598086124401913,0.479066985645933,0.0125598086124401,0.0394736842105263,0.4090909090909091,MntMeatProducts,0.0012987012987012,25,0.0324675324675324,0.24,0.36,0.4,NumStorePurchases,0.04,0.0,0.0639784493644245,Reconquistar,Reconquistar
6864,1989,Master,Divorced,10979.0,0,0,2014-05-22,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,3,11,0,2014,589,True,26,0.0441426146010186,0.1538461538461538,0.3846153846153846,0.0769230769230769,0.0769230769230769,0.3076923076923077,MntMeatProducts,0.0033955857385398,6,0.0101867572156196,0.5,0.0,0.5,NumWebPurchases,0.3333333333333333,0.1538461538461538,0.01655348047538187,Fidelizar,Fidelizar
3033,1963,Master,Together,38620.0,0,0,2013-05-11,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,3,11,0,2013,965,True,229,0.2373056994818652,0.074235807860262,0.1921397379912663,0.148471615720524,0.0960698689956331,0.4890829694323144,MntWines,0.0010362694300518,10,0.0103626943005181,0.2,0.5,0.3,NumCatalogPurchases,0.1,0.388646288209607,0.019858217529863144,Pouco potencial,Pouco potencial
5710,1970,Graduation,Together,40548.0,0,1,2012-10-10,31,110,0,5,2,0,3,2,2,1,4,5,0,1,0,0,0,0,3,11,0,2012,1178,True,117,0.099320882852292,0.0,0.0427350427350427,0.017094017094017,0.0,0.9401709401709402,MntWines,0.0016977928692699,7,0.0059422750424448,0.2857142857142857,0.1428571428571428,0.5714285714285714,NumStorePurchases,0.2857142857142857,0.0256410256410256,0.011213648063968415,Fidelizar,Fidelizar
7373,1952,PhD,Divorced,46610.0,0,2,2012-10-29,8,96,12,96,33,22,43,6,4,1,6,6,0,0,0,0,0,0,3,11,1,2012,1159,False,259,0.2234685073339085,0.0463320463320463,0.3706563706563706,0.1274131274131274,0.0849420849420849,0.3706563706563706,MntMeatProducts,0.0051768766177739,11,0.0094909404659188,0.3636363636363636,0.0909090909090909,0.5454545454545454,NumStorePurchases,0.5454545454545454,0.166023166023166,0.018208545042022004,Fidelizar,Fidelizar
8755,1946,Master,Married,68657.0,0,0,2013-02-20,4,482,34,471,119,68,22,1,3,5,9,7,0,0,0,0,0,0,3,11,0,2013,1045,False,1174,1.123444976076555,0.0289608177172061,0.4011925042589437,0.1013628620102214,0.0579216354344122,0.4105621805792163,MntWines,0.000956937799043,17,0.016267942583732,0.1764705882352941,0.2941176470588235,0.5294117647058824,NumStorePurchases,0.0588235294117647,0.0187393526405451,0.03207147706683689,Manter,Fidelizar
10738,1951,Master,Single,49389.0,1,1,2013-08-29,55,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,3,11,0,2013,855,True,62,0.0725146198830409,0.0,0.3064516129032258,0.032258064516129,0.0161290322580645,0.6451612903225806,MntWines,0.0011695906432748,5,0.0058479532163742,0.4,0.0,0.6,NumStorePurchases,0.2,0.0483870967741935,0.010823077594483603,Pouco potencial,Pouco potencial
4339,1970,PhD,Married,67353.0,0,1,2013-12-31,37,702,17,151,0,8,35,5,5,6,12,2,0,0,0,0,0,0,3,11,0,2013,731,True,878,1.20109439124487,0.0193621867881549,0.1719817767653758,0.0,0.0091116173120728,0.7995444191343963,MntWines,0.0068399452804377,23,0.0314637482900136,0.217391304347826,0.2608695652173913,0.5217391304347826,NumStorePurchases,0.217391304347826,0.0398633257403189,0.061321134292190785,Manter,Manter
10755,1976,2n Cycle,Married,23718.0,1,0,2013-09-02,76,6,3,14,15,7,36,3,3,1,2,7,0,0,0,0,0,0,3,11,0,2013,851,True,45,0.0528789659224441,0.0666666666666666,0.3111111111111111,0.3333333333333333,0.1555555555555555,0.1333333333333333,MntFishProducts,0.0035252643948296,6,0.0070505287896592,0.5,0.1666666666666666,0.3333333333333333,NumWebPurchases,0.5,0.8,0.012442109628810354,Pouco potencial,Pouco potencial
8595,1973,Graduation,Widow,42429.0,0,1,2014-02-11,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,3,11,0,2014,689,True,63,0.0914368650217706,0.0,0.0952380952380952,0.0317460317460317,0.0,0.873015873015873,MntWines,0.0029027576197387,5,0.0072568940493468,0.2,0.2,0.6,NumStorePurchases,0.4,0.0634920634920634,0.01344659779731908,Pouco potencial,Pouco potencial
2968,1943,PhD,Divorced,48948.0,0,0,2013-02-01,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,3,11,1,2013,1064,True,860,0.8082706766917294,0.0093023255813953,0.2395348837209302,0.1860465116279069,0.0569767441860465,0.5081395348837209,MntWines,0.0018796992481203,22,0.0206766917293233,0.3181818181818182,0.4545454545454545,0.2272727272727272,NumCatalogPurchases,0.0909090909090909,0.0488372093023255,0.040321893168294876,Reconquistar,Pouco potencial
8601,1980,Graduation,Married,80011.0,0,1,2013-04-29,3,421,76,536,82,178,102,2,8,6,5,4,0,0,0,0,0,0,3,11,0,2013,977,False,1293,1.323439099283521,0.0587780355761794,0.4145398298530549,0.0634184068058778,0.1376643464810518,0.325599381283836,MntMeatProducts,0.0020470829068577,19,0.0194472876151484,0.4210526315789473,0.3157894736842105,0.2631578947368421,NumWebPurchases,0.1052631578947368,0.0788863109048723,0.038331315375589765,Manter,Fidelizar
503,1985,Master,Married,20559.0,1,0,2013-03-12,88,13,1,29,3,0,7,2,2,0,3,8,0,0,0,0,0,0,3,11,0,2013,1025,True,46,0.0448780487804878,0.0217391304347826,0.6304347826086957,0.0652173913043478,0.0,0.2826086956521739,MntMeatProducts,0.0019512195121951,5,0.0048780487804878,0.4,0.0,0.6,NumStorePurchases,0.4,0.1521739130434782,0.008799617407938776,Pouco potencial,Pouco potencial
8430,1957,Graduation,Together,21994.0,0,1,2012-12-24,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,3,11,0,2012,1103,False,19,0.0172257479601087,0.0,0.3157894736842105,0.1578947368421052,0.0526315789473684,0.4736842105263157,MntWines,0.0009066183136899,3,0.0027198549410698,0.0,0.0,1.0,NumStorePurchases,0.3333333333333333,0.1578947368421052,0.004697931261847836,Fidelizar,Fidelizar
7281,1959,PhD,Single,,0,0,2013-11-05,80,81,11,50,3,2,39,1,1,3,4,2,0,0,0,0,0,0,3,11,0,2013,787,True,147,0.1867852604828462,0.0748299319727891,0.3401360544217687,0.0204081632653061,0.0136054421768707,0.5510204081632653,MntWines,0.0012706480304955,8,0.0101651842439644,0.125,0.375,0.5,NumStorePurchases,0.125,0.2653061224489796,0.019281059146616347,Pouco potencial,Pouco potencial
2139,1975,Master,Married,7500.0,1,0,2013-10-02,19,3,1,10,3,2,12,3,2,0,3,5,0,0,0,0,0,0,3,11,0,2013,821,False,19,0.0231425091352009,0.0526315789473684,0.5263157894736842,0.1578947368421052,0.1052631578947368,0.1578947368421052,MntMeatProducts,0.0036540803897685,5,0.0060901339829476,0.4,0.0,0.6,NumStorePurchases,0.6,0.631578947368421,0.009642712139667036,Fidelizar,Fidelizar
1371,1976,Graduation,Single,79941.0,0,0,2014-06-28,72,123,164,266,227,30,174,1,2,4,9,1,0,0,0,0,0,0,3,11,0,2014,552,True,810,1.4673913043478262,0.2024691358024691,0.328395061728395,0.2802469135802469,0.037037037037037,0.1518518518518518,MntMeatProducts,0.0018115942028985,15,0.0271739130434782,0.1333333333333333,0.2666666666666666,0.6,NumStorePurchases,0.0666666666666666,0.2148148148148148,0.05335968379446628,Reconquistar,Reconquistar
9909,1996,2n Cycle,Married,7500.0,0,0,2012-11-09,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,0,3,11,1,2012,1148,False,72,0.0627177700348432,0.25,0.1944444444444444,0.2083333333333333,0.3055555555555556,0.0416666666666666,MntSweetProducts,0.0026132404181184,7,0.0060975609756097,0.4285714285714285,0.1428571428571428,0.4285714285714285,NumWebPurchases,0.4285714285714285,0.6944444444444444,0.011114541525161994,Fidelizar,Fidelizar
7286,1968,Graduation,Together,41728.0,1,0,2013-05-24,92,13,6,15,3,5,13,1,2,0,2,10,0,0,0,0,0,0,3,11,0,2013,952,True,42,0.0441176470588235,0.1428571428571428,0.3571428571428571,0.0714285714285714,0.119047619047619,0.3095238095238095,MntMeatProducts,0.0010504201680672,4,0.0042016806722689,0.5,0.0,0.5,NumWebPurchases,0.25,0.3095238095238095,0.0076726342710997306,Pouco potencial,Pouco potencial
7244,1951,Graduation,Single,,2,1,2014-01-01,96,48,5,48,6,10,7,3,2,1,4,6,0,0,0,0,0,0,3,11,0,2014,730,True,117,0.1602739726027397,0.0427350427350427,0.4102564102564102,0.0512820512820512,0.0854700854700854,0.4102564102564102,MntMeatProducts,0.0041095890410958,7,0.0095890410958904,0.2857142857142857,0.1428571428571428,0.5714285714285714,NumStorePurchases,0.4285714285714285,0.0598290598290598,0.01809544851966414,Pouco potencial,Pouco potencial
6566,1954,PhD,Married,72550.0,1,1,2012-11-08,39,826,50,317,50,38,38,9,5,2,12,8,0,0,0,0,0,0,3,11,0,2012,1149,True,1281,1.114882506527415,0.039032006245121,0.2474629195940671,0.039032006245121,0.0296643247462919,0.644808743169399,MntWines,0.0078328981723237,19,0.0165361183637946,0.2631578947368421,0.1052631578947368,0.631578947368421,NumStorePurchases,0.4736842105263157,0.0296643247462919,0.03258887326772444,Manter,Fidelizar
8614,1957,Graduation,Widow,65486.0,0,1,2014-05-12,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,3,11,0,2014,599,False,493,0.8230383973288815,0.0385395537525354,0.2535496957403651,0.075050709939148,0.1359026369168357,0.4969574036511156,MntWines,0.001669449081803,16,0.026711185308848,0.25,0.125,0.625,NumStorePurchases,0.0625,0.0283975659229208,0.051743081953878445,Manter,Manter
4114,1964,Master,Married,79143.0,0,0,2012-08-11,2,650,37,780,27,167,32,1,6,9,13,3,0,0,0,0,0,0,3,11,0,2012,1238,False,1661,1.3416801292407108,0.0222757375075255,0.4695966285370259,0.016255267910897,0.1005418422636965,0.3913305237808549,MntMeatProducts,0.0008077544426494,28,0.0226171243941841,0.2142857142857142,0.3214285714285714,0.4642857142857143,NumStorePurchases,0.0357142857142857,0.0192655027092113,0.04448436189311995,Manter,Fidelizar
1331,1977,Graduation,Single,35790.0,1,0,2013-01-02,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,2013,1094,True,69,0.063071297989031,0.0869565217391304,0.2898550724637681,0.4347826086956521,0.0144927536231884,0.1739130434782608,MntFishProducts,0.0018281535648994,5,0.0045703839122486,0.4,0.0,0.6,NumStorePurchases,0.4,0.0434782608695652,0.008523148376896042,Pouco potencial,Pouco potencial
2225,1977,Graduation,Divorced,82582.0,0,0,2014-06-07,54,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,0,3,11,1,2014,573,True,1376,2.4013961605584644,0.0872093023255814,0.3997093023255814,0.1133720930232558,0.0290697674418604,0.3706395348837209,MntMeatProducts,0.0017452006980802,20,0.0349040139616055,0.2,0.45,0.35,NumCatalogPurchases,0.05,0.1751453488372093,0.06880791290998448,Reconquistar,Reconquistar
9381,1978,Graduation,Married,66373.0,1,1,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,3,11,0,2013,933,True,497,0.5326902465166131,0.0181086519114688,0.249496981891348,0.0241448692152917,0.0482897384305835,0.6599597585513078,MntWines,0.007502679528403,16,0.0171489817792068,0.25,0.125,0.625,NumStorePurchases,0.4375,0.2193158953722334,0.03322824149811221,Reconquistar,Pouco potencial
6260,1955,Master,Together,82384.0,0,0,2012-11-19,55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,0,3,11,1,2012,1138,True,1767,1.5527240773286468,0.0288624787775891,0.2444821731748726,0.1018675721561969,0.0679117147707979,0.5568760611205433,MntWines,0.0008787346221441,26,0.0228471001757469,0.1153846153846153,0.3846153846153846,0.5,NumStorePurchases,0.0384615384615384,0.1075268817204301,0.045031596219235664,Reconquistar,Pouco potencial
10383,1966,Graduation,Divorced,70287.0,0,0,2013-04-02,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,0,3,11,1,2013,1004,False,1053,1.048804780876494,0.0332383665716999,0.4577397910731244,0.1149097815764482,0.1139601139601139,0.2801519468186135,MntMeatProducts,0.0009960159362549,20,0.0199203187250996,0.25,0.25,0.5,NumStorePurchases,0.05,0.0379867046533713,0.039098034701826434,Manter,Fidelizar
